userID,年龄,所在省,所在地,creditedNum,文凭,性别,身高,自我介绍,学历认证,身份认证,手机认证,芝麻信用认证,身份通认证,昵称,照片,恋爱状态,标签,住房,体型,体重,偏爱约会方式,公司性质,公司行业,厨艺状况,本人婚姻状况,要求伴侣婚姻状况,要求伴侣学历,宗教信仰,家中排行,家乡,家务分工,属相,工作状况,希望对方看重,要求伴侣年龄,恋爱类型,想何时结婚,户口,所在地区,所学专业,择偶要求_有无子女,掌握语言,星座,是否吸烟,是否喝酒,是否想要小孩,要求伴侣月收入,月薪,有无子女,期待婚礼形式,母亲工作,毕业学校,民族,父亲工作,父母医保,父母情况,父母经济,生活作息,相貌自评,职业,血型,要求伴侣购房情况,购车,要求伴侣身高
68975673,30,广东,广东深圳,2,本科,女,157,............................................................................................,0,1,0,0,1,cathy,有,正在恋爱中,工作轻松/身材匀称/随和/无神论/看重感觉/厨艺不错,租房,匀称,65,牵手漫步在公园,私营企业,电子/电器,能做几样可口的小菜,丧偶,不限,不限,无神论,老二,中国,看各自闲忙，协商分担,兔,朝九晚五,性格，心灵,22~32岁,记者型,时机成熟时就结婚,,广东省,外文类,不限,中文(普通话),魔羯座,不吸，很反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,没有,简单就好，无所谓,,,汉族,,,父母健在,,偶尔熬夜,6,其它,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,158~178厘米
53188984,33,山东,山东济南,0,本科,女,165,别给我发了，我结婚了已经！~,0,0,0,0,0,倾城,有,已经结婚了,无神论/在校生/身材匀称,与父母同住,匀称,50,,,其它,,已婚,不限,不限,无神论,,山东济南,,鼠,,,25~31岁,哲学家型,,,山东省,,不限,,狮子座,不吸烟，但不反感,不喝酒,想,"4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,6,在校学生,A型,已购房(无贷款),,173~188厘米
50146282,37,广西,广西北海,0,本科,女,160,累了就睡觉，醒了就微笑，微醒微睡时，轻轻呢喃。热爱音乐，喜欢背包旅行，不善言辞，大多数时候用文字和图片表达思想和情感，北方长大，南方生活。淡泊宁静、随意自然，真诚善良、幽雅从容。希望结识正直善良、明理重情的有缘人。当然，最好喜爱古典，也受得了重金属摇滚。也许我们没有丰厚的财富，希望能用宽广的心彼此包容，也许我们没有出众的外表，希望能用真诚的眼睛互相欣赏。你愿意牵起我的手共赴未来，分享那些朴素的浪漫吗？我一直在这等你，带着微笑，哪里也没去！,0,0,1,0,0,淡了红颜,有,已经结婚了,身材匀称/有神论/自信,与父母同住,匀称,46,,,传媒/出版,,已婚,不限,不限,佛教,,新疆乌鲁木齐,,鸡,,,28~40岁,艺术家型,,,广西壮族自治区,,不限,,金牛座,不吸烟，但不反感,兴致时小酌,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,8,艺术/设计/创意,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,175~180厘米
56643191,26,青海,青海黄南,1,高中,女,158,性格内向文静的我希望有个性格外向活泼的你带动我这个平静的心。,0,0,1,0,0,妞,有,已经结婚了,无神论/医护人员,,,,,,,,已婚,未婚,不限,无神论,,,,羊,,,20~25岁,艺术家型,,,福建省,,不限,中文(普通话),射手座,不吸烟，但不反感,不喝酒,,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,,医院/医疗/护理,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,170~175厘米
6502162,33,四川,四川成都,0,本科,女,159,黛米?摩尔说过：“真正的爱情，不为金钱，不为生活，只为内心的激动。”当时看到这句话时内心感到振颤，因为似乎可以看到这段爱情绽放时那充满勇气的灼热和激情的绚烂夺目。但是似乎我离这样的情境很远，我所相信的爱情，会有责任和对自身的要求，会是平和和稳定的相处关系，而且要在确定无误时，才会坦然面对。也许这样的看法会有些过于陈旧，但若是这种对爱情安全感的期望是源于自小家庭因素中的不稳定带来的影响，似乎一切又在情理之中。每个人都有自己的薄弱环节，虽然表现给周围的人的是坚强上进，热情乐观的方面，但一些依赖和脆弱有时也会让自己无从适宜。学医的职业需要更多的是冷静沉着，处乱不惊。我希望在我期待的人出现之前，会努力去做一个成功的口腔医生，脚踏实地的累积自己的生存实力。也许是比一般的女生经历的更多，即使有些事情上不会比大家做的好多少，但对于工作压力的承受能力会很少有人能比。而且当目标立下时，一些决心和勇气也会随之而来。我希望对待任何事情，我能有一个平和而坚定的态度，包括爱情……我期待的对方，帮助、真实、基本的忠心与真正的勇气，可能是得有显而易见的光明前途，一旦认定，我想我会有在陪伴与其一起奋斗的恒心与耐力，无论其过程需要承受多,0,0,0,0,0,yuenestle,有,正在恋爱中,无神论/在校生,,,,,,计算机/网络,,未婚,未婚,不限,无神论,,,,鼠,,,22~29岁,作家型,,,四川省,,不限,,魔羯座,不吸烟，但不反感,不喝酒,还没想好,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,,在校学生,,,,172~180厘米
50544731,39,北京,北京东城,2,高中,女,160,相爱容易相知难，有缘容易有份难，珍惜缘份！！！,0,1,1,0,1,婉莹,无,正在恋爱中,无神论/身材匀称/自信,,匀称,50,,,,,未婚,不限,不限,无神论,,北京东城,,马,,,30~35岁,哲学家型,,,北京市,,不限,,处女座,,,想,"2000以下,4000-5000",,没有,,,,汉族,,,,,,9,,其它,已购房(无贷款),,170~178厘米
54655518,32,贵州,贵州贵阳,2,本科,女,156,开朗外向是我的性格，冷静专注是我的风格！外表不差，个子不高，热情有爱心，喜爱动物及花花草草！我喜欢成熟、体贴的伴侣,0,1,1,0,1,果果,有,已经结婚了,有房/身材匀称/无神论/自信,已购房(无贷款),匀称,46,,,科研/教育,,已婚,未婚,不限,无神论,,贵州贵阳,,虎,,,26~33岁,记者型,,,贵州省,,不限,,双子座,不吸烟，但不反感,不喝酒,想,"4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,8,教育/培训,A型,已购房(无贷款),,170~180厘米
53043072,33,北京,北京朝阳,3,本科,女,165,我就是这样一个人：总是质疑爱情的真实性，却又不停地盼望着爱情到来。书上说我这样的人是不容易得到幸福的，那么，我需要现实来验证这个预言。爱情从来都是一件百转千回的事情，要有平常心。但我知道相遇从来不是简单的事情，几世的顾盼才能换来今生的回眸。,0,1,1,0,1,Cindy,有,已经结婚了,身材匀称/无神论,住单位房,匀称,50,,,计算机/网络,,已婚,未婚,不限,无神论,,甘肃兰州,,鼠,,,27~33岁,艺术家型,,,北京市,,不限,,狮子座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,7,其它,B型,已购房(无贷款),,174~184厘米
53078633,40,山东,山东菏泽,0,本科,女,168,我一直在等你！,0,0,1,0,0,红红,有,已经结婚了,自信/身材匀称/无神论/金融才俊,与父母同住,匀称,60,,,金融/证券/保险,,已婚,不限,不限,无神论,,山东菏泽,,马,,,35~45岁,作家型,,,山东省,,不限,,双子座,不吸烟，但不反感,不喝酒,想,"4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,8,证券/金融/投资/银行,B型,"与父母同住,已购房(无贷款),住单位房",,175~185厘米
50101535,42,浙江,浙江金华,0,本科,女,160,"既内向又外向,心直口快,爱憎分明,乐于助人",0,0,0,0,0,joy,无,已经结婚了,身材匀称/无神论,住单位房,匀称,50,,,美容/形体,,已婚,不限,不限,无神论,,四川宜宾,,龙,,,35~45岁,照顾者型,,,浙江省,,不限,,狮子座,不吸烟，但不反感,不喝酒,想,"4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,7,生产/营运,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,170~180厘米
53066429,31,福建,福建莆田,0,高中,女,160,【農苠养θé潴◆]潴是可僾滴卜咼是儍儍滴]儍是好滴﹊囙为它是駃乐滴,0,0,0,0,0,Оo耳朵?,有,,有神论,,,,,,计算机/网络,,未婚,未婚,不限,佛教,,,,兔,,,21~25岁,冒险家型,,,福建省,,不限,,双鱼座,不吸烟，但不反感,不喝酒,想,4000-5000,2000以下,没有,,,,汉族,,,,,,,其它,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,170~172厘米
53818512,30,湖北,湖北武汉,1,高中,女,160,我很开朗，其他的我也不知道该怎么介绍，以后再说吧！,0,0,1,0,0,璐思晴,无,,无神论/名校,,较胖,60,,,交通运输,,未婚,未婚,不限,无神论,,北京东城,,兔,,,24~30岁,教师型,,,湖北省,,不限,,狮子座,不吸烟，但不反感,兴致时小酌,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,西南交大,汉族,,,,,,7,生产/营运,B型,已购房(无贷款),,175~183厘米
50069655,35,黑龙江,黑龙江哈尔滨,0,本科,女,161,一个感性的小女人，渴望着安稳、幸福的生活,0,0,0,0,0,天使奇缘,无,,有神论/身材匀称,与父母同住,匀称,46,,,科研/教育,,未婚,未婚,不限,其它,,黑龙江哈尔滨,,猪,,,25~30岁,哲学家型,,,黑龙江省,,不限,,金牛座,不吸烟，但不反感,不喝酒,想,"4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,7,教育/培训,O型,已购房(无贷款),,173~180厘米
64984962,41,上海,上海宝山,3,大专,女,165,我们曾经那么的在乎过一个人跟老天发誓要一辈子爱她、疼她、理解她、支持她可是不知道从什么时候开始我们把这些都忘了我们总是会渐渐的忘掉自己的承诺，更在乎新的感觉新的喜欢一个人的感觉，可是这种感觉是没底的如果我们只在乎自己的感觉，那么我们永远都会爱上不同的人但是爱不是这样的，爱是经营、是坚守、是持久忍耐，这些都不是说说而已的这个世界上有太多的人你怎么能保证我就一定是你最后爱上的那个人我又拿什么保证你一定是我最后爱上的那个人能守住自己最初的那份爱并且一直守下去爱护她不离不弃那才是最难的也是我们最应该做的,0,1,1,0,1,寒冬,无,已经结婚了,随和/有车/厨艺不错/看重感觉/自由职业/有房,已购房(无贷款),匀称,,一起打游戏或者一起看电影,,,能做几样可口的小菜,已婚,不限,不限,佛教,独生子女,,一起分工合作,蛇,,性格，心灵,27~38岁,主人型,时机成熟时就结婚,,上海市,金融学类,不限,中文(普通话),双子座,不吸，很反感,不喝酒,视情况而定,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,有，有时和我住一起,简单就好，无所谓,,,汉族,,,父母健在,,偶尔熬夜,,自由职业/兼职,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",已购车,175~185厘米
69508044,27,陕西,陕西西安,3,本科,女,160,大家好，我是一个善良的女孩，现在常住地点在陕西西安，我平时的业余时间喜欢看书，看电影，与朋友聚会，我理想中的约会方式是共赴浪漫之旅，一起做饭，牵手漫步在公园，彼此相依相偎，希望将来过下雨有人接，安定、温馨，一起为小家奋斗的生活。对于我的另一半，我希望他是一个有责任心，体贴，幽默，有事业心的男士……希望在百合网能找到牵手一辈子的他。,0,1,1,0,1,夏日里的春天,有,正在恋爱中,早起鸟/有上进心/随和/身材匀称/自信/看重感觉,,匀称,50,彼此相依相偎,,,不太会，但愿为心爱的人学习,未婚,未婚,不限,无神论,老二,,看各自闲忙，协商分担,马,,性格，心灵,24~28岁,教师型,时机成熟时就结婚,,陕西省,化学类,不限,"中文(普通话),英语",魔羯座,不吸，很反感,社交需要喝,,"4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,中式婚礼，宴请宾客,,,汉族,,,父母健在,,早睡早起,8,,AB型,",已购房(无贷款),住单位房",,172~180厘米
65995793,33,福建,福建厦门,3,本科,女,156,大家好，我是一个感性，小女人，善良，邻家女孩的女孩，现在常住地点在福建厦门，我理想中的约会方式是彼此相依相偎，希望将来过安定、温馨，一起为小家奋斗的生活。对于我的另一半，我希望他是一个体贴，稳重的男士……希望在百合网能找到牵手一辈子的他。,0,1,1,0,1,萧雨轩,有,已经结婚了,看重感觉/随和/厨艺不错/无神论,住单位房,,,牵手漫步在公园,,,能做几样可口的小菜,已婚,不限,不限,无神论,老大,,一起分工合作,牛,,性格，心灵,18~25岁,作家型,时机成熟时就结婚,,福建省,,不限,中文(普通话),白羊座,不吸烟，但不反感,社交需要喝,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,中式婚礼，宴请宾客,,,汉族,,,父母健在,,偶尔懒散,,其它,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,170~178厘米
57419869,28,山东,山东临沂,1,本科,女,160,找一个能相守永远的人，真正相守永远的,0,0,1,0,0,乐乐,有,已经结婚了,无神论,与父母同住,,,,,,,已婚,未婚,不限,无神论,,,,马,,,20~23岁,记者型,,,山东省,,不限,中文(普通话),金牛座,不吸烟，但不反感,不喝酒,不想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,,人力资源,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,180~196厘米
5837333,36,广西,广西区南宁,0,高中,女,161,,0,0,0,0,0,宅急便,无,已经结婚了,无神论/少数民族,与父母同住,,,,,计算机/网络,,已婚,未婚,不限,无神论,,,,鸡,,,27~44岁,艺术家型,,,广西壮族自治区,,不限,中文(普通话),天蝎座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,其它民族,,,,,,,其它,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,162~190厘米
20023274,35,河北,河北石家庄,3,本科,女,168,恋爱类型=艺术家型。读书、空想、动手做些半不拉撒的手工，或味道不怎么样的食物。,1,1,1,0,1,阿拉蕾,无,已经结婚了,有神论/科研人员/名校,与父母同住,胖,52,,,计算机/网络,,已婚,不限,不限,信神但未定教,,北京海淀,,猪,,,28~35岁,艺术家型,,,北京市,,不限,中文(普通话),双鱼座,不吸烟，但不反感,不喝酒,想,"7000-10000,15000-20000,30000-50000",5000-10000,没有,,,武汉大学,汉族,,,,,,1,科研,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,178~185厘米
54809555,34,四川,四川成都,0,本科,女,160,我毕业于成都信息工程学院，身高一米6，由于工作圈子的限制，一直没有遇到适合自己的人，所以借助网络这个平台，本着一颗真诚的心来寻找适合自己的那一个人，不要求有车，不要求有房，只需要对方为人真诚，人品好就可以。唯一的要求身高要高于1。7米。我的寇抠，***。非诚勿扰！,0,0,0,0,0,不眠的星,有,已经结婚了,金融才俊/无神论/身材苗条,,较瘦,45,,,金融/证券/保险,,已婚,未婚,不限,无神论,,四川巴中,,猪,,,26~30岁,将军型,,,四川省,,不限,,射手座,不吸烟，但不反感,不喝酒,还没想好,"4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,6,证券/金融/投资/银行,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,170~175厘米
61369459,37,湖南,湖南长沙,1,大专,女,162,我很孝顺，不论对待自己父母还是您的父母我都会一样，所以我希望您也能同等对待；如果您的工作很忙，我会做好饭在家里等你，但我不会做家庭主妇，我需要有我自己的工作和生活圈。,0,0,1,0,0,江南船娘,无,,身材匀称/慢热型/有神论,租房,匀称,50,一起做饭,,食品业,,未婚,不限,不限,其它,,湖南永州,,猴,,教育程度,22~32岁,主人型,两年以内,,湖南省,艺术类,不限,中文(普通话),魔羯座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,户外婚礼，温馨浪漫,,湖南民族职业学院,汉族,,,,,,,艺术/设计/创意,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,170~182厘米
73243067,30,河北,河北邯郸,0,本科,女,163,大家好，我是一个善良，独立的女孩，现在常住地点在河北省邯郸市，我理想中的约会方式是彼此相依相偎，牵手漫步在公园，对于我的另一半，我希望他是一个有责任心的男士……希望在百合网能找到牵手一辈子的他。,0,0,0,0,0,白雪,无,,无神论,,,,,,,,未婚,不限,不限,无神论,,,,兔,,,18~26岁,,,,河北省,,不限,中文(普通话),天蝎座,不吸烟，但不反感,不喝酒,,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,,其它,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,144~163厘米
53157584,36,江西,江西南昌,3,本科,女,160,辛苦最怜天上月，一昔如环，昔昔都成缺．若似月轮终皎洁，不辞冰雪为卿热．,0,1,1,0,1,nelia,有,已经结婚了,无神论/身材丰满/医护人员/自信,与父母同住,丰满,55,,,健康/医疗,,已婚,未婚,不限,无神论,,江西南昌,,狗,,,26~35岁,记者型,,,江西省,,不限,,水瓶座,不吸烟，但不反感,不喝酒,想,"7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,8,医院/医疗/护理,A型,"已购房(无贷款),住单位房",,170~180厘米
50143940,42,四川,四川成都,0,本科,女,168,"积极，热情，充满自信；善良，优雅，热爱生活。我相信人生是需要经营和悉心照顾的；我确信用一颗宽容、善良的心经营生活的人，一定会获得幸福，或者正在享受大自然付于我们的幸福生活。珍惜生活给我们的一切,包括缘份~",0,0,0,0,0,小仙,有,正在恋爱中,身材匀称/自信/无神论/高管/名校,与父母同住,匀称,54,,,房地产建筑业,,未婚,不限,不限,无神论,,四川成都,,龙,,,28~40岁,哲学家型,,,四川省,,不限,,巨蟹座,不吸烟，但不反感,不喝酒,还没想好,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,四川大学,汉族,,,,,,9,高级经营管理,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,169~190厘米
53108645,37,北京,北京大兴,3,高中,女,155,"我已经找到我的缘分,而且结婚了,谢谢大家对我的关注",0,1,1,0,1,梦圆,有,已经结婚了,自信/无神论/少数民族/身材苗条,与父母同住,较瘦,42,,,,,已婚,未婚,不限,无神论,,湖北宜昌,,鸡,,,26~30岁,主人型,,,北京市,,不限,,白羊座,不吸烟，但不反感,不喝酒,想,4000-5000,2000-5000,没有,,,,其它民族,,,,,,8,其它,AB型,,,168~170厘米
2258121,36,天津,天津南开,0,本科,女,168,活泼好动、调皮可爱的就是我，没有太多优点，有的只是善良。我只希望能遇到真心爱我的人，不要骗我。,0,0,0,0,0,停在终点常住,无,正在恋爱中,少数民族/身材苗条/有神论,需要时购置,苗条,50,,,计算机/网络,,未婚,未婚,不限,其它,,天津蓟县,,狗,,,27~35岁,记者型,,,天津市,,不限,,白羊座,社交时偶尔吸烟,兴致时小酌,想,4000-5000,2000-5000,没有,,,,其它民族,,,,,,7,其它,其它,"与父母同住,需要时购置,已购房(无贷款)",,175~185厘米
50674919,31,江苏,江苏徐州,0,本科,女,159,来到这个世界，注定要寻找到一个相依相伴的人，人生才更完美。爱情是生活的调味剂，是人生另一个起点。我爱我的家，爸爸妈妈和亲爱的他~~~~曾经设想自己的家就像个动物园，北极的北极熊，南极的企鹅，澳洲的考拉，好多好多，希望自己的家庭充满活力和精彩~~~~,0,0,0,0,0,丫头,有,正在恋爱中,无神论/身材匀称,与父母同住,匀称,55,,,计算机/网络,,未婚,未婚,不限,无神论,,江苏徐州,,虎,,,22~25岁,将军型,,,江苏省,,不限,,天秤座,不吸烟，但不反感,不喝酒,想,"4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,5,教育/培训,B型,已购房(无贷款),,170~175厘米
53876253,38,北京,北京宣武,0,本科,女,168,浪漫感性的我，期待一份真挚的爱情。曾经失败的感情让我更加懂得如何去爱一个人，也让我更加渴望真爱。,0,0,1,0,0,甜蜜的味道,无,已经结婚了,身材匀称/有神论/自信,需要时购置,匀称,53,,,文化/娱乐/体育,,已婚,不限,不限,佛教,,辽宁省,,猴,,,30~35岁,作家型,,,北京市,,不限,,双鱼座,不吸烟，但不反感,兴致时小酌,还没想好,"7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,8,艺术/设计/创意,B型,",已购房(无贷款),住单位房",,175~185厘米
56533939,28,山西,山西吕梁,0,本科,女,165,MM年方二十七，身材不高也不低；生于书香门第里，长在深山人未识；知书达理识大体，温婉柔贴解人意；肤色白皙兼细腻，情感专一少经历；思维活跃善创意，组织工作有条理；更兼一手好厨艺，营养丰富又解疲；有时行动如脱兔，羽毛乒乓都可矣；有时安静如处子，舞文弄墨赏音律；白驹过隙岁月流，有谁情投意又合？GG你要很稳重，才能放心托付你；相貌只要过得去，MM不是太挑剔；胸怀宽广很重要，尊老爱幼数第一；不怕苦也不怕累，你我风雨携手行；他日良辰美景日，喜帖笑插百合花。,0,0,1,0,0,倩倩,有,正在恋爱中,自信/无神论/身材高挑,与父母同住,高挑,50,,,制药业,,未婚,不限,不限,无神论,,,,马,,,20~24岁,照顾者型,,,山西省,,不限,,巨蟹座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,8,其它,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,165~180厘米
59513841,37,广西,广西区南宁,1,大专,女,160,我在等一个人.一个知道我曾经无尽的等待因而更加珍惜我的人.一个也许没能参与我的昨天却愿意和我携手走过每一个明天的人……我不确定我还要等多久.我也不知道他会以何种方式到来.但我确信.在时间无垠的旷野里.我们中会没有早一步也没有晚一步.恰恰遇到彼此.相信那时候.我们一定能在千万人中凭借一个眼神认出彼此...本人南宁人，父母已退休，有退休金，无负担。两兄妹，一家人相处和睦幸福。已到让父母担心我的婚姻幸福的年龄，希望早日找到和我有缘携手走过每一个明天的人，生活因为有你更幸福,0,0,1,0,0,有你更幸福,有,已经结婚了,随和/身材丰满/看重感觉/有神论/厨艺不错,与父母同住,丰满,66,牵手漫步在公园,,其它,能做几样可口的小菜,已婚,不限,不限,信神但未定教,老二,广西区南宁,一起分工合作,猴,,性格，心灵,30~46岁,艺术家型,时机成熟时就结婚,,广西壮族自治区,,不限,中文(普通话),魔羯座,不吸，很反感,兴致时小酌,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,中式婚礼，宴请宾客,,广西其他,,,,父母健在,,,5,行政/后勤,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,168~190厘米
7223843,54,北京,北京怀柔,2,本科,女,183,"PS：在真实与虚幻的世界里,我选择自由的进出,我将每一个梦制造出来给你,从此你也和我一样,听得见花开的声音,感觉得出梦的脉动",0,0,1,0,1,l,无,已经结婚了,高个子/身材苗条/工作轻松/无神论,,苗条,68,,,其它,,已婚,不限,不限,无神论,,北京房山,,龙,工作时间自由,,26~39岁,作家型,,,北京市,中文类,不限,中文(普通话),双子座,不吸烟，但不反感,不喝酒,想,"7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,6,保安/家政服务,AB型,已购房(无贷款),,172~183厘米
50205572,33,江苏,江苏苏州,2,本科,女,158,2010年“”我的愿望已经成为现实感谢百合让我找到一个可以相伴一生的人如有找异性朋友的人请绕道,0,1,1,0,1,melody,无,已经结婚了,身材匀称/自信/无神论,住亲朋家,匀称,49,,,装饰/装潢,,已婚,未婚,不限,无神论,,河北省,,鼠,,,26~32岁,作家型,,,江苏省,,不限,,天蝎座,不吸烟，但不反感,不喝酒,想,"4000-5000,7000-10000",2000-5000,没有,,,衡水学院,汉族,,,,,,8,其它,B型,"与父母同住,需要时购置,已购房(无贷款)",,172~178厘米
56773880,30,江苏,江苏扬州,0,高中,女,158,我的爱情命题：没有谁离开谁，只有谁不懂得珍惜谁。希望未来的他能够接纳我女儿，创建一家三口幸福之家。有意者QQ：492635049非诚勿扰加时请备注“百合网”,0,0,0,0,0,有缘人,无,已经结婚了,无神论,与父母同住,,48,,,,,已婚,不限,不限,无神论,,,,兔,,,25~28岁,主人型,,,江苏省,,不限,,天秤座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000以下,有，和我住一起,,,,汉族,,,,,,,其它,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,173~180厘米
53374332,36,北京,北京昌平,0,本科,女,160,带着一份忐忑和试试看的心思，来到了百合网，因为我的工作比较忙，没有太多时间和精力顾及感情，也没有太多的机会接触许多异性朋友，希望在这里能够找到一位和我相伴一生的伴侣，我是感性的人，对待感情认真，真诚，是一个重感情、生活比较简单的一个人，希望能够找到一个和我合适的人，共同经营感情，走过人生！,0,0,0,0,0,记菡,无,已经结婚了,身材匀称/自信/无神论,需要时购置,匀称,49,,,,,已婚,未婚,不限,无神论,,北京东城,,狗,,,27~32岁,记者型,,,北京市,,不限,,白羊座,不吸烟，但不反感,兴致时小酌,想,4000-5000,2000-5000,没有,,,,汉族,,,,,,8,教育/培训,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,170~175厘米
50290657,33,山东,山东青岛,0,本科,女,163,一个人要想快乐，首先要学会给别人快乐！！！！！,0,0,0,0,0,娃娃精,有,,身材苗条/无神论,与父母同住,较瘦,50,,,计算机/网络,,未婚,不限,不限,无神论,,北京东城,,牛,,,22~32岁,哲学家型,,,山东省,,不限,,巨蟹座,不吸烟，但不反感,兴致时小酌,想,"4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,7,其它,A型,已购房(无贷款),,175~185厘米
57445168,29,四川,四川乐山,0,高中,女,162,我是一个比较乐观、现实的女人我讨厌吵架只想找到一个爱我、孝顺父母的老公,0,0,1,0,0,、素颜依旧,无,已经结婚了,无神论/有上进心/看重感觉/身材丰满/随和,与父母同住,丰满,60,彼此相依相偎,,电子/电器,不太会，但愿为心爱的人学习,已婚,不限,不限,无神论,独生子女,四川乐山,看各自闲忙，协商分担,蛇,,性格，心灵,23~30岁,照顾者型,时机成熟时就结婚,,四川省,,不限,中文(普通话),巨蟹座,不吸，很反感,兴致时小酌,视情况而定,"4000-5000,7000-10000,15000-20000,30000-50000",2000以下,有，不和我住一起,中式婚礼，宴请宾客,,,汉族,,,父母健在,,偶尔熬夜,5,咨询/顾问,其它,已购房(无贷款),,166~175厘米
50623635,38,河南,河南开封,2,本科,女,162,如果爱一个人有错的话，我不想对；如果对是等于没有你的话，我宁愿错一辈子．我一直很喜欢这句话，跟我很像．我是一个在别人眼里很温柔，腼腆的女孩子，我的工作是幼儿教师，想不到吧，我自己也很纳闷，我喜欢那些无忧无虑的孩子，跟他们在一起才能体会到什么是真正的快乐．,0,1,1,0,1,雨筝,有,已经结婚了,有房/无神论,已购房(无贷款),较胖,65,,,计算机/网络,,已婚,未婚,不限,无神论,,河南洛阳,,猴,,,27~32岁,照顾者型,,,河南省,,不限,,金牛座,不吸烟，但不反感,不喝酒,想,4000-5000,2000以下,没有,,,,汉族,,,,,,7,教育/培训,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,173~180厘米
